timestamp,cell1_voltage,cell2_voltage,cell3_voltage,temperature,state_of_charge
2025-05-16 12:14:51.396398,3.668505913938683,3.7563495779521854,3.594515905619769,24.679677358504566,39.206592211947594
2025-05-16 12:14:52.393132,3.664081626666906,3.7355890857785354,3.605888847988527,24.73386748741482,38.67536770899883
2025-05-16 12:14:53.408503,3.7228465748261335,3.7138441730308136,3.6175302761144064,25.613879595747708,40.54696246043666
2025-05-16 12:14:54.410175,3.678372941642111,3.7296419411858706,3.690836939830199,25.46242227987106,42.26353164069922
2025-05-16 12:14:55.428116,3.7190416728894,3.735337509907957,3.688175949306998,25.369580019354267,43.94442815785984
2025-05-16 12:14:56.438931,3.721595086166657,3.7363694463980615,3.763894328895876,25.700175500390554,46.99457159463826
2025-05-16 12:14:57.457229,3.7477704365440463,3.737811704899637,3.7259096251890353,25.536756750541542,46.5958371781815
2025-05-16 12:14:58.462034,3.7302555120723158,3.7642612234474315,3.767902631182884,25.599176174548155,48.55459102702425
2025-05-16 12:14:59.477304,3.770640721169,3.800838472273404,3.7024093680333365,25.276867176258513,48.99571390291308
2025-05-16 12:15:00.479029,3.7347472007375777,3.799473970824807,3.7751966526817164,25.15284179455617,50.36222400938848
2025-05-16 12:15:01.507414,3.778824197359124,3.830446468521262,3.7048102306184876,26.100123575778863,50.54157294226439
2025-05-16 12:15:02.507469,3.812337898260054,3.7900484787519853,3.7224594749483932,25.739550453034326,50.95560969078588
2025-05-16 12:15:03.544514,3.810970843898179,3.792076106046571,3.6683598746527246,25.703771287380867,48.90026248451822
2025-05-16 12:15:04.524523,3.824314169121874,3.765646894314631,3.692084362334845,26.191292001531732,49.309439452744265
2025-05-16 12:15:05.535251,3.8419310081629634,3.839917089156123,3.62651423358162,26.10324630427329,50.321628111565644
2025-05-16 12:15:06.542880,3.8323514757902317,3.8168552115861214,3.5939820044871347,26.055487148575335,47.814949687057215
2025-05-16 12:15:07.547939,3.788599889320994,3.8673148233659336,3.6062076415655397,25.90464535656214,48.54316747124874
2025-05-16 12:15:08.554824,3.832010484395165,3.849099042298552,3.6015836354251762,25.58108055083469,49.33435238918818
2025-05-16 12:15:09.556970,3.753838388098369,3.7957556413998197,3.555137840472843,26.3610976139348,42.48968730657813
2025-05-16 12:15:10.561139,3.773081540294148,3.7846658695448214,3.5267524394504055,25.627493179292415,41.711532664975934
2025-05-16 12:15:11.567036,3.729523030574349,3.824969653620512,3.4804653721472834,26.448892593488537,39.8060790900825
2025-05-16 12:15:12.567731,3.7105782764860473,3.829271497614999,3.390524889091122,26.236322300591105,35.78364089200648
2025-05-16 12:15:13.575158,3.7474845382409607,3.8336726625612982,3.4107991514372884,26.176399777008637,38.15216739382877
2025-05-16 12:15:14.582316,3.707510161125141,3.872592546349698,3.321148653283596,26.63869779578354,34.663513875324426
2025-05-16 12:15:15.583236,3.707356501847109,3.8341555064818413,3.3453726352175104,26.568902228061788,34.11094782871004
2025-05-16 12:15:16.587050,3.724244723635565,3.8962794136021657,3.326348498872684,26.629345431919862,36.41817831193897
2025-05-16 12:15:17.590648,3.6537497895808912,3.825011566049122,3.2997254243442935,26.679936804043994,29.941799229781026
2025-05-16 12:15:18.599094,3.593754927445345,3.8085448493634058,3.2723049883940423,26.74438843851624,25.94633712318439
2025-05-16 12:15:19.602134,3.5897129632463094,3.857885268752337,3.2304145253872827,26.434612823843977,26.077413745612652
2025-05-16 12:15:20.609612,3.649199217498613,3.8095001805029534,3.2517922626718123,26.719813598663436,27.32660233359155
2025-05-16 12:15:21.618187,3.61508581998056,3.8777686407844083,3.24262800414259,26.499581543226927,28.287787111829193
2025-05-16 12:15:22.628863,3.567416105161393,3.8908113544191885,3.2957149397661833,26.394040650179758,28.997784590260228
2025-05-16 12:15:23.636125,3.5916415674583804,3.8247906020206552,3.2571092266959156,26.200387287827517,25.905438314421186
2025-05-16 12:15:24.645026,3.571957733433859,3.8590833708084773,3.274980959957995,27.08712082639036,27.154694776935816
2025-05-16 12:15:25.651237,3.52539202053254,3.875399306880051,3.3550677545949905,26.363511817877438,29.07150315413778
2025-05-16 12:15:26.675747,3.4392519442945115,3.84815170422046,3.3513331933965027,27.058672335013586,24.56680161197976
2025-05-16 12:15:27.686276,3.4739463664555394,3.8225619603712184,3.3406194708640715,26.390240433392773,24.50491529580117
2025-05-16 12:15:28.699532,3.5015986827835004,3.7888250869750246,3.3994298184416527,27.32976606114364,26.532830315391454
2025-05-16 12:15:29.700717,3.4051968542354323,3.8750473717920735,3.4887876495559618,26.830456838703473,29.578149060902586
2025-05-16 12:15:30.705457,3.4721490002813535,3.804039117672413,3.482552265441356,26.898407407052286,29.18232243827397
2025-05-16 12:15:31.710310,3.4645970463413254,3.8650890199765087,3.5291850145897845,26.76957890048794,33.0335031118315
2025-05-16 12:15:32.718944,3.3809266797242383,3.8266028090746302,3.5738758628812892,27.34039423913389,30.0540519876984
2025-05-16 12:15:33.735241,3.4184464938241463,3.8594063353207746,3.616141378833704,26.964835160571557,34.38439261456253
2025-05-16 12:15:34.745279,3.365222742623251,3.7828408199443984,3.5772207499004463,26.996800815048474,27.895550479542162
2025-05-16 12:15:35.750208,3.3575960629139776,3.8294789701300065,3.6633523712402876,27.250989011322652,32.708746318625835
2025-05-16 12:15:36.757433,3.3751182851976442,3.820981628980487,3.6991426764559945,27.299404546199426,34.43240733208178
2025-05-16 12:15:37.762534,3.44539523153443,3.8074559985754886,3.693180705586635,27.567026642641576,36.38584368063665
2025-05-16 12:15:38.763696,3.40167417965948,3.828418006689498,3.7226159191735086,27.295993855902392,36.64261944317255
2025-05-16 12:15:39.778095,3.444711705828018,3.79570943574965,3.74300473413104,27.131583475336463,37.82407214264261
2025-05-16 12:15:40.795637,3.461820617268479,3.77031491093294,3.7761918093669706,27.896210045099664,38.781820675707266
2025-05-16 12:15:41.805204,3.443154714023765,3.785546056439186,3.7383469113157513,27.199709505526545,37.19414160687315
2025-05-16 12:15:42.817976,3.400369137018305,3.737877935337101,3.726706182019935,27.780111816753795,33.26743286059008
2025-05-16 12:15:43.821898,3.421843751933306,3.749950024877588,3.7531861420677246,27.698696101233573,35.5761507261007
2025-05-16 12:15:44.838597,3.4610969820363904,3.742442776740796,3.750447047739509,27.880825265558233,36.691800250642146
2025-05-16 12:15:45.851762,3.4787634703471886,3.7016826312591204,3.6996716014527093,27.26520748214953,33.85068088688529
